t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1
105713.5151543046,370.0000000000001,-5.295591460971048e+19,-328314.29303290567,5.023383163798605e+17,1.475597661180878e+19,1.425363829542891e+19
113492.3115603117,370.0000000000001,-5.295591705750983e+19,-7008023.934346232,5.202944975015093e+17,1.528896411195208e+19,1.4768669614450586e+19
120563.94465668181,370.0000000000001,-5.295591913551406e+19,-47286623.87884804,5.3666705479875296e+17,1.5758803057701966e+19,1.5222136002903212e+19
128342.74106268892,370.0000000000001,-5.2955921211028185e+19,-471453944.8355365,5.539329143246625e+17,1.6259477852755487e+19,1.5705544938430822e+19
136899.41710929674,370.0000000000001,-5.2955923261431005e+19,-5516092436.60058,5.721016844565954e+17,1.6792635417755707e+19,1.6220533733299112e+19
146311.76076056535,370.0000000000001,-5.295592528761369e+19,-62922578080.445564,5.912990233818321e+17,1.7359532242567557e+19,1.6768233219185717e+19
156665.33877696082,370.0000000000001,-5.2955927293558006e+19,-650219879135.0271,6.116436644971154e+17,1.7956619935179903e+19,1.7344976270682778e+19
168054.27459499583,370.0000000000001,-5.295592927582775e+19,-5355685239802.491,6.331321891325335e+17,1.8539789542642237e+19,1.7906657353509704e+19
178407.8526113913,370.0000000000001,-5.295593090131799e+19,-19811857058350.473,6.515915637986793e+17,1.890834465646295e+19,1.8256753092664273e+19
189796.78842942632,370.0000000000001,-5.295593222131329e+19,-38548705981660.266,6.658924591426569e+17,1.908459619399239e+19,1.8418703734849735e+19
202324.61782926484,370.0000000000001,-5.295593300625638e+19,-47999340503115.96,6.734835339780883e+17,1.9145063770935386e+19,1.8471580236957286e+19
216105.2301690872,370.0000000000001,-5.2955933358230135e+19,-50953548584452.63,6.765287738164403e+17,1.9163416063452033e+19,1.8486887289635594e+19
231263.90374289182,370.0000000000001,-5.2955933486129414e+19,-51756121466509.05,6.775545476834264e+17,1.9168717244888625e+19,1.8491162697205207e+19
247938.44467407692,370.0000000000001,-5.2955933526026576e+19,-51965688211556.99,6.778607822068141e+17,1.9170179210701754e+19,1.849231842849494e+19
266280.43969838053,295.0000000000002,-11919919016241.955,-13078045555.3572,1.7399036356952883e+17,1.895131187103538e+19,1.877732150746585e+19
282954.9806295656,295.0000000000002,-3459438747359.8804,-13035073826.45427,9.150765409792995e+16,1.889341150955555e+19,1.8801903855457608e+19
283004.9806295656,295.0000000000002,-3445505133547.84,-13035074633.41682,9.126909081038318e+16,1.8893238587175477e+19,1.8801969496365085e+19
283054.9806295656,295.0000000000002,-3433179717939.5933,-13035075801.55503,9.103367065986565e+16,1.8893066281062613e+19,1.880203261040275e+19
283104.9806295656,295.0000000000002,-3421069025750.5913,-13035076970.948664,9.079989065424576e+16,1.8892894580480807e+19,1.880209468982657e+19
283154.9806295656,295.0000000000002,-3408858403707.3623,-13035078140.63732,9.056730221745962e+16,1.8892723490426552e+19,1.8802156188209082e+19
283204.9806295656,295.0000000000002,-3396486440250.3604,-13035079310.619226,9.03357535447568e+16,1.8892553018966917e+19,1.8802217265422164e+19
283254.9806295656,295.0000000000002,-3383961044281.397,-13035080480.894312,9.010518420231962e+16,1.8892383173773533e+19,1.8802277989571215e+19
